Type,Dur,Delta,Sur,Goal
fronted,0.084516857,22.17547724,fronted,info-seeking
fronted,0.049824093,-27.44920173,fronted,info-seeking
fronted,0.079561932,3.264167796,fronted,info-seeking
fronted,0.125537542,26.87079366,fronted,info-seeking
fronted,0.127207084,21.21327416,fronted,info-seeking
fronted,0.132204446,54.18096768,fronted,info-seeking
fronted,0.143630241,-20.54799525,fronted,info-seeking
fronted,0.123869829,41.13243024,fronted,info-seeking
fronted,0.053769312,38.29337123,fronted,info-seeking
fronted,0.235286326,-4.477807225,fronted,info-seeking
fronted,0.16286941,-33.49456101,fronted,info-seeking
fronted,0.136189588,-37.53323857,fronted,info-seeking
fronted,0.179763565,17.64813423,fronted,info-seeking
fronted,0.043284037,-1.219031405,fronted,info-seeking
fronted,0.118521461,64.78141101,fronted,info-seeking
fronted,0.171094603,20.40735726,fronted,info-seeking
fronted,0.167313312,-11.94963314,fronted,info-seeking
fronted,0.086976171,-35.26443818,fronted,info-seeking
fronted,0.035196511,-19.45696833,fronted,info-seeking
fronted,0.12450591,13.54951988,fronted,info-seeking
fronted,0.119543158,-14.76732595,fronted,info-seeking
fronted,0.163099692,19.66154184,fronted,info-seeking
fronted,0.060011039,-10.60816568,fronted,info-seeking
fronted,0.086994242,-2.447304169,fronted,info-seeking
fronted,0.23979852,-24.74015509,fronted,info-seeking
fronted,0.13746039,69.27391446,fronted,info-seeking
fronted,0.129909675,13.18329404,fronted,info-seeking
fronted,0.173065891,9.54523715,fronted,info-seeking
fronted,0.147732069,-59.03305298,fronted,info-seeking
fronted,0.170914565,24.85394804,fronted,info-seeking
fronted,0.111823935,-35.19599126,fronted,info-seeking
fronted,0.111931294,-30.48371653,fronted,info-seeking
fronted,0.074658707,34.07676264,fronted,info-seeking
fronted,0.104563016,-14.83032507,fronted,info-seeking
fronted,0.057690349,-61.04886351,fronted,info-seeking
fronted,0.125968536,64.45328649,fronted,info-seeking
fronted,0.244229208,-83.48742076,fronted,info-seeking
fronted,0.115431914,21.75121706,fronted,info-seeking
fronted,0.081688763,37.60496197,fronted,info-seeking
fronted,0.145588706,-21.18937206,fronted,info-seeking
fronted,0.049803649,17.16654389,fronted,info-seeking
fronted,0.064677398,16.98260135,fronted,info-seeking
fronted,0.086949327,38.43874494,fronted,info-seeking
fronted,0.113992123,18.58672312,fronted,info-seeking
fronted,0.149832684,-7.417179322,fronted,info-seeking
fronted,0.122549571,33.99297686,fronted,info-seeking
fronted,0.092147892,29.87756186,fronted,info-seeking
fronted,0.081653273,-32.09063288,fronted,info-seeking
fronted,0.146551284,-48.64997713,fronted,info-seeking
fronted,0.155210094,7.035526799,fronted,info-seeking
fronted,0.003375827,-8.454488243,fronted,info-seeking
fronted,0.103807511,-33.8374633,fronted,info-seeking
fronted,0.164307741,4.312123102,fronted,info-seeking
fronted,0.086453933,-45.76805894,fronted,info-seeking
fronted,0.116924223,7.069363861,fronted,info-seeking
fronted,0.086034332,-20.97394802,fronted,info-seeking
fronted,0.111141498,35.46164833,fronted,info-seeking
fronted,0.104938758,87.80330039,fronted,info-seeking
fronted,0.123997374,-31.35615519,fronted,info-seeking
fronted,0.092858499,39.04662462,fronted,info-seeking
fronted,0.144253203,30.75250104,fronted,info-seeking
fronted,0.153491243,-1.185743105,fronted,info-seeking
fronted,0.133704742,-14.86405415,fronted,info-seeking
fronted,0.100487456,57.51173867,fronted,info-seeking
fronted,0.152338747,-70.21946493,fronted,info-seeking
fronted,0.110881837,-21.62553226,fronted,info-seeking
fronted,0.185873216,-49.93613978,fronted,info-seeking
fronted,0.179544844,51.09109372,fronted,info-seeking
fronted,0.031000289,-5.484512246,fronted,info-seeking
fronted,0.106029526,-17.39762107,fronted,info-seeking
fronted,0.115370669,114.8977675,fronted,info-seeking
fronted,0.135141502,-0.466718633,fronted,info-seeking
fronted,0.086628181,-14.51102165,fronted,info-seeking
fronted,0.129014258,12.01482159,fronted,info-seeking
fronted,0.124211825,-54.62984905,fronted,info-seeking
fronted,0.130152329,18.80800597,fronted,info-seeking
fronted,0.146234464,-2.112096608,fronted,info-seeking
fronted,0.088315216,18.03116031,fronted,info-seeking
fronted,0.122054047,-33.72443501,fronted,info-seeking
fronted,0.066147599,-35.17318062,fronted,info-seeking
fronted,0.181170951,-23.41693403,fronted,info-seeking
fronted,0.133780526,-26.07714208,fronted,info-seeking
fronted,0.121088753,47.65722005,fronted,info-seeking
fronted,0.160843084,57.64865396,fronted,info-seeking
fronted,0.074062534,-4.278397143,fronted,info-seeking
fronted,0.129210018,-11.48561568,fronted,info-seeking
fronted,0.190910992,-10.41910571,fronted,info-seeking
fronted,0.149330688,3.78795584,fronted,info-seeking
fronted,0.173980996,4.774911147,fronted,info-seeking
fronted,0.068548508,11.66412682,fronted,info-seeking
fronted,0.003833755,-25.3169889,fronted,info-seeking
fronted,0.160491173,-28.89185929,fronted,info-seeking
fronted,0.116233177,44.01971575,fronted,info-seeking
fronted,0.111942853,-18.25217157,fronted,info-seeking
fronted,-0.012471415,12.12824158,fronted,info-seeking
fronted,0.234487417,-0.714016596,fronted,info-seeking
fronted,0.153622529,-32.84971893,fronted,info-seeking
fronted,0.174815984,22.40224825,fronted,info-seeking
fronted,0.130850036,7.493091429,fronted,info-seeking
fronted,0.123538541,51.25052994,fronted,info-seeking
fronted,0.155622337,5.508146941,fronted,info-seeking
fronted,0.034911847,-10.50856595,fronted,info-seeking
fronted,0.106535655,11.24537074,fronted,info-seeking
fronted,0.014522459,-40.97365356,fronted,info-seeking
fronted,0.087847817,-28.4994057,fronted,info-seeking
fronted,0.178481007,19.52039784,fronted,info-seeking
fronted,0.160314812,-10.56472598,fronted,info-seeking
fronted,0.108470033,-1.034745734,fronted,info-seeking
fronted,0.150091776,-2.791941006,fronted,info-seeking
fronted,0.109131701,-21.88657039,fronted,info-seeking
fronted,0.101565064,-70.69143984,fronted,info-seeking
fronted,0.098030921,13.76163727,fronted,info-seeking
fronted,0.121712695,28.48699236,fronted,info-seeking
fronted,0.162504845,-44.6522278,fronted,info-seeking
fronted,0.171996286,54.19769577,fronted,info-seeking
fronted,0.101632787,15.05722109,fronted,info-seeking
fronted,0.06593266,49.17646804,fronted,info-seeking
fronted,0.132572813,-32.82550546,fronted,info-seeking
fronted,0.083351355,7.267509296,fronted,info-seeking
fronted,0.014028429,-2.249488008,fronted,info-seeking
fronted,0.021427778,28.73195928,fronted,info-seeking
fronted,0.149694144,-19.22357644,fronted,info-seeking
fronted,0.094769041,0.957977064,fronted,info-seeking
fronted,0.169202489,-62.12921643,fronted,info-seeking
fronted,0.093873115,-26.42073396,fronted,info-seeking
fronted,0.123026254,5.778326228,fronted,info-seeking
fronted,0.113287553,-23.87735473,fronted,info-seeking
fronted,0.163150188,-0.23599708,fronted,info-seeking
fronted,0.066453722,-15.37344348,fronted,info-seeking
fronted,0.120486008,22.96827944,fronted,info-seeking
fronted,0.133596986,42.9998949,fronted,info-seeking
fronted,0.13136562,-28.02166075,fronted,info-seeking
fronted,0.119895327,-9.634267716,fronted,info-seeking
fronted,0.030536538,52.67658047,fronted,info-seeking
fronted,0.192304351,-77.12065505,fronted,info-seeking
fronted,0.004541849,-10.09093212,fronted,info-seeking
fronted,0.142410691,74.9692494,fronted,info-seeking
fronted,0.095461251,79.56678608,fronted,info-seeking
fronted,0.219681947,6.904190891,fronted,info-seeking
fronted,0.159689596,-29.48802132,fronted,info-seeking
fronted,0.084420287,7.220285167,fronted,info-seeking
fronted,0.101835176,-21.96725294,fronted,info-seeking
fronted,0.089856701,53.14232128,fronted,info-seeking
fronted,0.150144945,-27.4502438,fronted,info-seeking
fronted,0.20758266,14.62051035,fronted,info-seeking
fronted,0.168291485,23.42916334,fronted,info-seeking
fronted,0.138278337,-25.70332491,fronted,info-seeking
fronted,0.084359645,31.69332154,fronted,info-seeking
fronted,0.08648566,-25.36159676,fronted,info-seeking
fronted,0.130900641,23.79977306,fronted,info-seeking
fronted,0.119897802,40.43772787,fronted,info-seeking
fronted,0.136849632,-33.94103921,fronted,info-seeking
fronted,0.109661757,40.84200508,fronted,info-seeking
fronted,0.050547156,-16.14419705,fronted,info-seeking
fronted,0.154080608,11.81821084,fronted,info-seeking
fronted,0.12951615,8.518025532,fronted,info-seeking
fronted,0.120727865,-13.92054673,fronted,info-seeking
fronted,0.183921401,10.88182251,fronted,info-seeking
fronted,0.175492744,-42.57310152,fronted,info-seeking
fronted,0.112548691,-3.53802415,fronted,info-seeking
fronted,0.093990359,30.77535909,fronted,info-seeking
fronted,0.083040707,-76.23607614,fronted,info-seeking
fronted,0.155454787,-51.75834369,fronted,info-seeking
fronted,0.059871018,-40.12986705,fronted,info-seeking
fronted,0.175577915,-55.36699152,fronted,info-seeking
fronted,0.195232484,16.28534723,fronted,info-seeking
fronted,0.223292263,-34.10102199,fronted,info-seeking
fronted,0.084711757,-75.89442987,fronted,info-seeking
fronted,0.111424513,-21.42484343,fronted,info-seeking
fronted,0.130574996,-12.61635468,fronted,info-seeking
fronted,0.128668894,31.88099157,fronted,info-seeking
fronted,0.052999684,-38.05430831,fronted,info-seeking
fronted,0.053841158,42.74307642,fronted,info-seeking
fronted,0.166686337,15.52838052,fronted,info-seeking
fronted,0.185736085,14.24383473,fronted,info-seeking
fronted,0.075298374,-29.0926829,fronted,info-seeking
fronted,0.078645794,71.00840218,fronted,info-seeking
fronted,0.147234996,-4.541596561,fronted,info-seeking
fronted,0.116327961,-63.77862163,fronted,info-seeking
fronted,0.220826099,-5.953658773,fronted,info-seeking
fronted,0.168631834,-67.68629568,fronted,info-seeking
fronted,0.102545413,-9.758178477,fronted,info-seeking
fronted,0.128036745,-13.74327986,fronted,info-seeking
fronted,0.177934513,25.64007026,fronted,info-seeking
fronted,0.064042598,37.32839482,fronted,info-seeking
fronted,0.070535562,-24.58306996,fronted,info-seeking
fronted,0.160391714,30.07328892,fronted,info-seeking
fronted,0.118963352,52.12589832,fronted,info-seeking
fronted,0.091947345,-26.65340384,fronted,info-seeking
fronted,0.084460695,-21.95405727,fronted,info-seeking
fronted,0.141683618,24.53241538,fronted,info-seeking
fronted,0.162313443,7.84778336,fronted,info-seeking
fronted,0.100142949,20.89379362,fronted,info-seeking
fronted,0.202975842,51.4253712,fronted,info-seeking
fronted,0.164174752,15.12602006,fronted,info-seeking
fronted,0.075421684,38.83391526,fronted,info-seeking
fronted,0.198842779,23.53816029,fronted,info-seeking
fronted,0.175956867,16.78607608,fronted,info-seeking
fronted,0.129812157,15.09038803,fronted,info-seeking
fronted,0.125660175,47.38159956,fronted,info-seeking
fronted,0.214063379,-34.43389332,fronted,info-seeking
fronted,0.105193551,-38.10532818,fronted,info-seeking
fronted,0.166021845,22.43378325,fronted,info-seeking
fronted,0.129782583,-2.951324054,fronted,info-seeking
fronted,0.130124964,3.95805941,fronted,info-seeking
fronted,0.081593108,27.76063613,fronted,info-seeking
fronted,0.118452648,28.18933239,fronted,info-seeking
fronted,0.129758497,-8.051662574,fronted,info-seeking
fronted,0.043456325,-9.830738502,fronted,info-seeking
fronted,0.102581741,3.943549215,fronted,info-seeking
fronted,0.08260352,39.23759386,fronted,info-seeking
fronted,0.094817813,16.51495837,fronted,info-seeking
fronted,0.082207891,52.43567568,fronted,info-seeking
fronted,0.05651562,1.045749066,fronted,info-seeking
fronted,0.115092881,41.47241284,fronted,info-seeking
fronted,0.102467323,32.81617924,fronted,info-seeking
fronted,0.020923029,23.15208422,fronted,info-seeking
fronted,0.143603474,16.1111758,fronted,info-seeking
fronted,0.060824856,-8.665651547,fronted,info-seeking
fronted,0.151457072,-2.571341113,fronted,info-seeking
fronted,0.0365082,9.501040572,fronted,info-seeking
fronted,0.153081789,3.062128066,fronted,info-seeking
fronted,0.153223454,34.96440408,fronted,info-seeking
fronted,0.071820509,-2.581332924,fronted,info-seeking
fronted,0.074977453,-1.192277504,fronted,info-seeking
fronted,0.098257683,-15.95820313,fronted,info-seeking
fronted,0.109032164,-3.616482795,fronted,info-seeking
fronted,0.110002933,-1.134793059,fronted,info-seeking
fronted,0.039816551,-81.21622147,fronted,info-seeking
fronted,0.201336327,-47.36737061,fronted,info-seeking
fronted,0.169547367,-1.26752306,fronted,info-seeking
fronted,0.185252677,-8.144869604,fronted,info-seeking
fronted,0.084073827,-41.51861568,fronted,info-seeking
fronted,0.14875317,-69.72293145,fronted,info-seeking
fronted,0.130269644,-11.32269163,fronted,info-seeking
fronted,0.029626154,24.62932445,fronted,info-seeking
fronted,0.135289176,64.57223589,fronted,info-seeking
fronted,0.02346506,-0.05365058,fronted,info-seeking
fronted,0.177732164,54.58231132,fronted,info-seeking
fronted,0.056669799,4.27969104,fronted,info-seeking
fronted,0.104615288,5.439379609,fronted,info-seeking
fronted,0.137456854,12.90518591,fronted,info-seeking
fronted,0.136406203,-29.73659586,fronted,info-seeking
fronted,0.05670551,-0.526697732,fronted,info-seeking
fronted,0.031472758,33.72383829,fronted,info-seeking
fronted,0.208414338,-25.42562929,fronted,info-seeking
fronted,-0.042065242,-10.1540195,fronted,info-seeking
fronted,0.005291438,-39.62452807,fronted,info-seeking
fronted,0.143849711,13.95845502,fronted,info-seeking
fronted,0.120959535,16.47141981,fronted,info-seeking
fronted,0.148234785,24.44569903,fronted,info-seeking
fronted,0.135285116,-42.19424736,fronted,info-seeking
fronted,0.084486515,5.143406399,fronted,info-seeking
fronted,0.123600389,-32.35775515,fronted,info-seeking
fronted,0.11188069,1.304458777,fronted,info-seeking
fronted,0.038959753,49.21154945,fronted,info-seeking
fronted,0.23193692,-16.64328725,fronted,info-seeking
fronted,0.139357437,26.88334242,fronted,info-seeking
fronted,0.120081665,-25.42360826,fronted,info-seeking
fronted,0.162893581,-15.7516197,fronted,info-seeking
fronted,0.06631859,16.968025,fronted,info-seeking
fronted,0.148112686,-22.90675377,fronted,info-seeking
fronted,0.155376633,-59.42909109,fronted,info-seeking
fronted,0.053611868,46.44860071,fronted,info-seeking
fronted,0.077919052,14.17264921,fronted,info-seeking
fronted,0.133057037,-19.5010997,fronted,info-seeking
fronted,0.152752244,-69.81355794,fronted,info-seeking
fronted,0.176390696,69.17283671,fronted,info-seeking
fronted,0.12829706,122.2577371,fronted,info-seeking
fronted,-0.00636652,8.719287423,fronted,info-seeking
fronted,0.116309099,31.63204376,fronted,info-seeking
fronted,0.067282319,45.00005177,fronted,info-seeking
fronted,0.13564485,-23.71621962,fronted,info-seeking
fronted,0.094394329,-11.20951427,fronted,info-seeking
fronted,0.137324739,-60.29078259,fronted,info-seeking
fronted,0.060884684,-24.95666906,fronted,info-seeking
fronted,0.140689836,23.52046585,fronted,info-seeking
fronted,0.206285558,-9.052069757,fronted,info-seeking
fronted,0.079325745,-6.323070423,fronted,info-seeking
fronted,0.133587333,-2.696981526,fronted,info-seeking
fronted,0.064931108,-65.16159488,fronted,info-seeking
fronted,0.108564821,31.19768064,fronted,info-seeking
fronted,0.062093863,-50.17336265,fronted,info-seeking
fronted,0.105851641,-6.121828478,fronted,info-seeking
fronted,0.141545022,-14.32602259,fronted,info-seeking
fronted,0.087740976,-6.479391087,fronted,info-seeking
fronted,0.131949199,53.39733395,fronted,info-seeking
fronted,0.044122098,-19.4447754,fronted,info-seeking
fronted,0.120239668,-26.61607063,fronted,info-seeking
fronted,0.231499057,-52.89010486,fronted,info-seeking
fronted,0.150400673,-27.42225682,fronted,info-seeking
fronted,0.209457092,-40.28133618,fronted,info-seeking
fronted,0.223529726,15.87025002,fronted,info-seeking
fronted,0.125102305,-29.46645824,fronted,info-seeking
fronted,0.087396179,12.16380452,fronted,info-seeking
fronted,0.159230566,-3.905095372,fronted,info-seeking
fronted,0.196852406,-49.81908982,fronted,info-seeking
fronted,0.156574659,-26.88396223,fronted,info-seeking
fronted,0.189352683,32.89147037,fronted,info-seeking
fronted,0.080011355,33.5322356,fronted,info-seeking
fronted,0.077564304,72.85994431,fronted,info-seeking
fronted,0.198513622,1.190483965,fronted,info-seeking
fronted,0.163190794,-52.04016905,fronted,info-seeking
fronted,0.076481908,-26.09240263,fronted,info-seeking
fronted,0.126111793,15.88957349,fronted,info-seeking
fronted,0.105771608,69.09885858,fronted,info-seeking
fronted,0.100097969,5.242365698,fronted,info-seeking
fronted,0.081835223,41.9974619,fronted,info-seeking
fronted,0.056687657,28.71676647,fronted,info-seeking
fronted,0.092935151,-40.34938436,fronted,info-seeking
fronted,0.189281308,-4.785645156,fronted,info-seeking
fronted,0.128475086,47.87879758,fronted,info-seeking
fronted,0.099640646,32.56982418,fronted,info-seeking
fronted,0.122818682,17.86247816,fronted,info-seeking
fronted,0.223024804,18.33757677,fronted,info-seeking
fronted,0.161784139,-16.21096483,fronted,info-seeking
fronted,0.082399441,-45.74625695,fronted,info-seeking
fronted,0.10333166,47.52793641,fronted,info-seeking
fronted,0.203711636,-49.34313483,fronted,info-seeking
fronted,0.118105253,-32.1736283,fronted,info-seeking
fronted,0.123924059,23.7542962,fronted,info-seeking
fronted,0.098555709,-43.70617405,fronted,info-seeking
fronted,0.023445296,-18.36787557,fronted,info-seeking
fronted,0.20394389,-40.87401193,fronted,info-seeking
fronted,0.140772873,23.45817542,fronted,info-seeking
fronted,0.124394591,17.23882952,fronted,info-seeking
fronted,0.221377574,16.3674564,fronted,info-seeking
fronted,0.119213618,17.10155579,fronted,info-seeking
fronted,0.145541167,21.19596912,fronted,info-seeking
fronted,0.00782032,24.12495078,fronted,info-seeking
fronted,0.27806749,-68.90686,fronted,info-seeking
fronted,0.050237325,-3.99033407,fronted,info-seeking
fronted,0.071450795,5.32992178,fronted,info-seeking
fronted,0.079859905,27.16844724,fronted,info-seeking
fronted,0.123410099,-41.04120656,fronted,info-seeking
fronted,0.159555878,-16.50328918,fronted,info-seeking
fronted,0.076052583,-36.98026537,fronted,info-seeking
fronted,0.155785083,39.03151528,fronted,info-seeking
fronted,0.077452535,46.94458754,fronted,info-seeking
fronted,0.095474028,29.41577273,fronted,info-seeking
fronted,0.078647255,-42.28676853,fronted,info-seeking
fronted,0.146533212,17.43998947,fronted,info-seeking
fronted,0.140283931,42.35641414,fronted,info-seeking
fronted,0.105222726,7.308882067,fronted,info-seeking
fronted,0.110822916,-18.87577967,fronted,info-seeking
fronted,0.063146373,-37.42527888,fronted,info-seeking
fronted,0.102894827,-22.4141593,fronted,info-seeking
fronted,0.108539266,26.8178797,fronted,info-seeking
fronted,0.083746716,-14.07981786,fronted,info-seeking
fronted,0.145732892,9.437549597,fronted,info-seeking
fronted,0.05803144,47.51080428,fronted,info-seeking
fronted,0.166181517,21.9482565,fronted,info-seeking
fronted,0.094059685,49.99807718,fronted,info-seeking
fronted,0.217278056,-59.37967127,fronted,info-seeking
fronted,0.111447722,-8.69395935,fronted,info-seeking
fronted,0.196649278,3.639271186,fronted,info-seeking
fronted,0.127846988,21.95732112,fronted,info-seeking
fronted,0.215542086,-40.389131,fronted,info-seeking
fronted,0.145833552,30.07599628,fronted,info-seeking
fronted,0.156374473,12.28324933,fronted,info-seeking
fronted,0.092223434,10.72852705,fronted,info-seeking
fronted,0.145389484,19.45659354,fronted,info-seeking
fronted,0.159341354,-2.832487826,fronted,info-seeking
fronted,0.054708753,34.33376868,fronted,info-seeking
fronted,0.035198335,24.44147993,fronted,info-seeking
fronted,0.069376385,-4.040020681,fronted,info-seeking
fronted,0.185258471,38.42998667,fronted,info-seeking
fronted,0.057016893,11.7541697,fronted,info-seeking
fronted,0.1754522,25.17354768,fronted,info-seeking
fronted,0.129342997,-19.87701377,fronted,info-seeking
fronted,0.073158044,57.69451796,fronted,info-seeking
fronted,0.131577607,1.175892552,fronted,info-seeking
fronted,0.121799157,31.56199051,fronted,info-seeking
fronted,0.11589377,-2.253124257,fronted,info-seeking
fronted,0.102648897,-8.656635624,fronted,info-seeking
fronted,0.095077371,29.30025126,fronted,info-seeking
fronted,0.217303532,-55.20742201,fronted,info-seeking
fronted,0.125929782,18.38221257,fronted,info-seeking
fronted,0.10418604,15.35727409,fronted,info-seeking
fronted,0.113761291,-94.82821445,fronted,info-seeking
fronted,0.133662099,14.45875003,fronted,info-seeking
fronted,0.172290238,-76.0324828,fronted,info-seeking
fronted,0.182260599,24.85439562,fronted,info-seeking
fronted,0.160069015,-14.87358544,fronted,info-seeking
fronted,0.132537929,-23.47124253,fronted,info-seeking
fronted,0.152016097,1.073970834,fronted,info-seeking
fronted,0.081561765,50.29697518,fronted,info-seeking
fronted,0.108372002,-21.34473709,fronted,info-seeking
fronted,0.194746246,21.22656997,fronted,info-seeking
fronted,0.103120732,13.48778479,fronted,info-seeking
fronted,0.104211955,-40.75700015,fronted,info-seeking
fronted,0.14754232,-60.78664893,fronted,info-seeking
fronted,0.138142163,-69.76030306,fronted,info-seeking
fronted,0.137789867,20.98295391,fronted,info-seeking
fronted,0.135671898,0.078884171,fronted,info-seeking
fronted,0.155421186,67.33082565,fronted,info-seeking
fronted,0.096064055,21.78201791,fronted,info-seeking
fronted,0.173848332,31.62810561,fronted,info-seeking
fronted,0.139296081,48.91762663,fronted,info-seeking
fronted,0.169393667,-16.54320013,fronted,info-seeking
fronted,0.159371068,19.5141396,fronted,info-seeking
fronted,0.132205929,32.30932825,fronted,info-seeking
fronted,0.13392267,50.16498951,fronted,info-seeking
fronted,0.149100065,28.52308505,fronted,info-seeking
fronted,0.130149234,16.34112784,fronted,info-seeking
fronted,0.204812442,-29.65263871,fronted,info-seeking
fronted,0.110061462,27.34267907,fronted,info-seeking
fronted,0.086628431,19.16339955,fronted,info-seeking
fronted,0.178367522,23.94284131,fronted,info-seeking
fronted,0.186323986,16.43024305,fronted,info-seeking
fronted,0.014613038,-5.881703981,fronted,info-seeking
fronted,0.11018066,-1.423741165,fronted,info-seeking
fronted,0.113196474,25.83747705,fronted,info-seeking
fronted,0.129450678,7.440533951,fronted,info-seeking
fronted,0.103840182,-28.29302555,fronted,info-seeking
fronted,0.121660006,-9.032224063,fronted,info-seeking
fronted,0.158013341,-45.73698035,fronted,info-seeking
fronted,0.14974648,-33.17727355,fronted,info-seeking
fronted,0.139012352,-3.840305518,fronted,info-seeking
fronted,0.15081875,-62.8238658,fronted,info-seeking
fronted,0.170891577,-58.91462068,fronted,info-seeking
fronted,0.06045938,40.64830373,fronted,info-seeking
fronted,0.121171923,-19.25067009,fronted,info-seeking
fronted,0.173210569,-64.73439598,fronted,info-seeking
fronted,0.093419396,-2.707823384,fronted,info-seeking
fronted,0.093817312,48.44267513,fronted,info-seeking
fronted,0.122638357,24.94177475,fronted,info-seeking
fronted,0.098283606,17.06296984,fronted,info-seeking
fronted,0.155789584,43.54416114,fronted,info-seeking
fronted,0.13688679,-26.20241493,fronted,info-seeking
fronted,0.163857488,27.34728651,fronted,info-seeking
fronted,0.183164988,-19.62401883,fronted,info-seeking
fronted,0.137234514,1.345445019,fronted,info-seeking
fronted,0.095617737,80.31143724,fronted,info-seeking
fronted,0.157796759,35.89935205,fronted,info-seeking
fronted,0.123622466,28.71415614,fronted,info-seeking
fronted,0.218600066,-38.21749649,fronted,info-seeking
fronted,0.149015149,-26.72801296,fronted,info-seeking
fronted,0.046484344,82.79598657,fronted,info-seeking
fronted,0.185577821,-37.68146313,fronted,info-seeking
fronted,0.177300779,8.968991494,fronted,info-seeking
fronted,0.124813531,33.15751562,fronted,info-seeking
fronted,0.087258122,37.6587816,fronted,info-seeking
fronted,0.052714757,40.16840684,fronted,info-seeking
fronted,-0.006128089,-4.500899181,fronted,info-seeking
fronted,0.08883165,-27.96763798,fronted,info-seeking
fronted,0.091062254,-9.642145858,fronted,info-seeking
fronted,0.030011091,-30.86101168,fronted,info-seeking
fronted,0.130830431,23.68665569,fronted,info-seeking
fronted,0.122705911,41.28290703,fronted,info-seeking
fronted,0.092173414,77.1990366,fronted,info-seeking
fronted,0.187115193,14.37803919,fronted,info-seeking
fronted,0.217004495,-29.8865457,fronted,info-seeking
fronted,0.025569618,37.86269796,fronted,info-seeking
fronted,0.141926519,33.59227751,fronted,info-seeking
fronted,0.145243915,-7.18049708,fronted,info-seeking
fronted,0.181554083,-54.25279893,fronted,info-seeking
fronted,0.108210924,28.47523163,fronted,info-seeking
fronted,0.083653293,41.59642818,fronted,info-seeking
fronted,0.134581444,-9.208749068,fronted,info-seeking
fronted,0.116250441,20.44675708,fronted,info-seeking
fronted,0.077250352,-8.523250134,fronted,info-seeking
fronted,0.116335577,25.65737713,fronted,info-seeking
fronted,0.149305819,-2.865745665,fronted,info-seeking
fronted,0.12683052,-10.97691601,fronted,info-seeking
fronted,0.161120579,5.299859283,fronted,info-seeking
fronted,0.118474247,-8.791306535,fronted,info-seeking
fronted,0.1693427,-19.76426604,fronted,info-seeking
fronted,0.056121449,-9.951771269,fronted,info-seeking
fronted,0.241736371,1.027409047,fronted,info-seeking
fronted,0.100103715,8.719836466,fronted,info-seeking
fronted,0.132774176,55.98200689,fronted,info-seeking
fronted,0.035573692,-47.12363303,fronted,info-seeking
fronted,0.134113779,-5.802522814,fronted,info-seeking
fronted,0.092864813,23.84554182,fronted,info-seeking
fronted,0.088571464,64.17207258,fronted,info-seeking
fronted,0.105828647,16.51474235,fronted,info-seeking
fronted,0.096183295,0.827571549,fronted,info-seeking
fronted,0.026812063,-9.652849937,fronted,info-seeking
fronted,0.072977657,16.09715764,fronted,info-seeking
fronted,0.103882325,36.59934037,fronted,info-seeking
fronted,0.035876703,-5.240335517,fronted,info-seeking
fronted,0.091633214,7.159787472,fronted,info-seeking
fronted,0.08796164,9.056615512,fronted,info-seeking
fronted,0.055113423,27.33258167,fronted,info-seeking
fronted,0.104631362,40.96276499,fronted,info-seeking
fronted,0.083830181,11.2762538,fronted,info-seeking
fronted,0.135081672,-1.398935899,fronted,info-seeking
fronted,0.104160245,51.06787969,fronted,info-seeking
fronted,0.117966388,7.187357019,fronted,info-seeking
fronted,0.139768039,57.60250529,fronted,info-seeking
fronted,0.023075037,-0.890712822,fronted,info-seeking
fronted,0.143434562,23.21772905,fronted,info-seeking
fronted,0.150585621,-53.83308405,fronted,info-seeking
fronted,0.057888261,-2.691020032,fronted,info-seeking
fronted,0.122352583,0.540738524,fronted,info-seeking
fronted,0.070543672,-25.73313469,fronted,info-seeking
fronted,0.158762512,-35.63364487,fronted,info-seeking
fronted,0.114344561,35.14042835,fronted,info-seeking
fronted,0.126149526,33.92758026,fronted,info-seeking
fronted,0.178360138,-45.0095013,fronted,info-seeking
fronted,0.132540769,16.45640511,fronted,info-seeking
fronted,0.16168716,-38.36795025,fronted,info-seeking
fronted,0.087901366,-36.1751658,fronted,info-seeking
fronted,0.131148499,20.06042501,fronted,info-seeking
fronted,0.13059039,-23.15330927,fronted,info-seeking
fronted,0.153480912,36.75709281,fronted,info-seeking
fronted,0.11045076,2.692373345,fronted,info-seeking
fronted,0.195073932,20.44342696,fronted,info-seeking
fronted,0.268244426,-17.36032638,fronted,info-seeking
fronted,0.0391339,-39.74760807,fronted,info-seeking
fronted,0.077290202,33.94874077,fronted,info-seeking
fronted,0.088551537,9.810537685,fronted,info-seeking
fronted,0.231437971,-7.209695281,fronted,info-seeking
fronted,0.087825219,3.787901206,fronted,info-seeking
fronted,0.085561559,48.6152903,fronted,info-seeking
fronted,0.13043752,-23.58645508,fronted,info-seeking
fronted,0.087098488,-25.41433597,fronted,info-seeking
fronted,0.071756734,-20.78441664,fronted,info-seeking
fronted,0.139571275,-55.22080253,fronted,info-seeking
fronted,0.020467567,30.55551043,fronted,info-seeking
fronted,0.071774913,8.180281424,fronted,info-seeking
fronted,0.060221418,8.708299842,fronted,info-seeking
fronted,0.13679262,-0.228079134,fronted,info-seeking
fronted,0.131549314,-16.87999519,fronted,info-seeking
fronted,0.172366032,-28.05436963,fronted,info-seeking
fronted,0.094739904,31.70515683,fronted,info-seeking
fronted,0.119608855,-49.55594024,fronted,info-seeking
